Agmt Id,Cust Age,Cust Gender,Cust Cibil Score,Cust Employment Type,Cust Net Salary,Coborrower Flag,App Score Risk,Agmt Date,Seizure Date,Sold Date,Tenure,Cust Net IRR,Sold Date Month,Sold Date Year,Seizure Date Month,Seizure Date Year,Cust Branch,Cust Region,Cust State,Pincode Tier,RC Availability,Registration Flag,Asset Disc Flag,Asset Alloy Flag,Asset Variant,Asset Model,Asset Fuel Type,Asset Cost At Disbursal,Loan Amount,LTV,OS Balance At Liquidation,Asset Age Months At Seizure,Months Spent In Yard,Asset Bodycondition,Asset Tyrecondition,Asset Generalcondition,Asset Enginecondition,Asset Accident Flag,Traiffic Challan Amount,Target Sold Amount At Liquidation,Asset_Health_Index,Recovery_Efficiency_Index,LGD,LGD_pct,Depreciation_Pct,Asset_Age_Group,Residual_Value_Forecast,Residual_Loss,Residual_Risk_Score,Risk_Band,Profitability_Score,Recommended_LTV,Recommended_Tenure,Expected_Profit,PD,Expected_Loss,Interest_Income
ASSET_1545,31,M,767,SEP,80000,N,LOW RISK,2022-05-17,2026-01-17,2026-02-27,29,29.09,2,2026,1,2026,TIRUPATHI,AP,AP,07 Rural,N,REG,1,0,JUPITER 125 DISC,JUPITER,Petrol,112000,94000,0.8392857142857143,61024.0,44.7,1.366666666666667,A,A,A,A,No,0,36000.0,70.0,58.99318300996329,25024.0,41.006816990036704,67.85714285714286,3-5 Years,34967.9901836553,77032.0098163447,68.77858019316491,Critical,64.55101243996315,50,24,45421.57989761268,0.35,20661.203435720643,66082.78333333333
ASSET_1546,38,M,-1,NREGI,35000,N,LOW RISK,2024-05-28,2025-06-11,2025-08-31,17,30.0,8,2025,6,2025,TIRUPATHI,AP,AP,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,79585,68849,0.8651002073255011,36420.0,12.63333333333333,2.7,G,G,G,G,No,0,45000.0,100.0,123.55848434925863,-8580.0,-23.55848434925865,43.45668153546522,1-2 Years,36331.93589794893,43253.06410205107,54.34826173531578,Low,74.37888177500183,85,60,28285.31307693847,0.03,975.511923061532,29260.825
ASSET_1547,58,M,742,SEP,35000,N,MEDIUM RISK,2023-09-29,2025-10-09,2025-11-26,36,25.78,11,2025,10,2025,KARIMNAGAR,AP,AP,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,113469,92856,0.8183380482775031,51409.0,24.7,1.6,G,G,G,G,No,0,27000.0,100.0,52.51998677274408,24409.0,47.48001322725593,76.20495465721915,2-3 Years,38158.649937071285,75310.35006292872,66.37085905659582,Critical,51.73181890440994,50,24,52670.75787797496,0.35,19144.07252202505,71814.8304
ASSET_1548,55,M,-1,SEP,35000,N,HIGH RISK,2025-07-01,2026-05-31,2026-07-25,36,26.51,7,2026,5,2026,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,1,0,NTORQ XT,NTORQ,Petrol,138500,117500,0.8483754512635379,104162.0,11.13333333333333,1.833333333333333,G,G,G,A,No,0,49000.0,89.5,47.04210748641539,55162.0,52.9578925135846,64.62093862815884,0-1 Year,51505.95187121575,86994.04812878426,62.81158709659513,High,56.2673931291156,65,36,81568.82133681883,0.18,11878.928663181166,93447.75
ASSET_1549,30,M,733,AGR,25000,N,MEDIUM RISK,2023-11-16,2025-10-16,2025-11-25,36,24.84,11,2025,10,2025,HYDERABAD I,AP,AP,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,114000,99973,0.8769561403508772,65560.0,23.33333333333333,1.333333333333333,A,A,A,G,No,0,20000.0,80.5,30.50640634533252,45560.0,69.49359365466748,82.45614035087719,1-2 Years,38899.678038512546,75100.32196148745,65.87747540481355,High,48.011807131326414,65,36,63506.68164693226,0.18,10993.197953067742,74499.8796
ASSET_1550,30,F,750,SEP,80000,N,HIGH RISK,2024-04-06,2025-07-11,2025-09-29,36,20.39,9,2025,7,2025,TIRUPATHI,AP,AP,06 Semi-Urban,N,REG,1,0,JUPITER 125 DISC,JUPITER,Petrol,125110,106330,0.8498920949564384,79587.0,15.36666666666667,2.666666666666667,A,A,A,A,No,0,62000.0,70.0,77.90216995237915,17587.0,22.09783004762084,50.443609623531295,1-2 Years,54923.09844576284,70186.90155423716,56.10015310865412,Medium,33.509243553731785,75,48,60929.508875661035,0.08,4112.552124338973,65042.06100000001
ASSET_1551,29,M,-1,AGR,36500,N,HIGH RISK,2024-12-31,2025-07-31,2025-10-28,29,23.81,10,2025,7,2025,VIJAYAWADA,AP,AP,05 Urban,N,REG,1,0,STAR CITY DISC,CITY PLUS,Petrol,105900,86466,0.8164872521246459,82334.0,7.066666666666666,2.966666666666667,G,G,G,G,No,0,43000.0,100.0,52.22629776277115,39334.0,47.77370223722885,59.39565627950897,0-1 Year,47958.283465307795,57941.716534692205,54.71361334720699,Low,48.372614973381914,85,60,48598.025453959235,0.03,1155.2314960407662,49753.25695
ASSET_1552,36,M,728,SEP,35000,N,HIGH RISK,2024-05-23,2025-06-20,2025-08-27,36,26.88,8,2025,6,2025,VIJAYAWADA,AP,AP,04 Metro,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,112160,101686,0.9066155492154064,89435.28,13.1,2.266666666666667,G,G,G,G,No,1035,57000.0,100.0,63.733238158364344,32435.28,36.26676184163565,49.17974322396576,1-2 Years,47523.101945161645,64636.898054838355,57.629188707951464,Medium,59.9772898269322,75,48,77666.55855561294,0.08,4333.031844387068,81999.5904
ASSET_1553,22,M,-1,SAL,30000,N,HIGH RISK,2024-05-04,2025-11-04,2025-12-26,29,26.58,12,2025,11,2025,HYDERABAD II,AP,AP,04 Metro,N,REG,0,0,APACHE RTR 160 4V SPL EDITION,APACHE,Petrol,166000,145891,0.8788614457831325,90837.0,18.3,1.733333333333333,G,G,G,G,No,1335,55000.0,100.0,60.54801457555842,35837.0,39.45198542444158,66.86746987951807,1-2 Years,56438.83999491093,109561.16000508908,66.00069879824643,High,55.227769946455886,65,36,77611.69504908397,0.18,16101.388800916033,93713.08385
ASSET_1554,21,M,-1,SAL,26000,N,LOW RISK,2025-05-07,2025-10-31,2025-12-23,23,24.63,12,2025,10,2025,VIZAG,AP,AP,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,127200,111698,0.87812893081761,110027.0,5.9,1.766666666666667,A,A,A,A,No,1035,64000.0,70.0,58.167540694556784,46027.0,41.83245930544321,49.685534591194966,0-1 Year,55948.19806745402,71251.80193254599,56.01556755703301,Medium,51.253710391379926,75,48,48269.84919539632,0.08,4459.984154603679,52729.83334999999
ASSET_1555,57,M,-1,AGR,45000,N,HIGH RISK,2023-10-28,2025-04-25,2025-06-25,36,30.01,6,2025,4,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,80650,69357,0.8599752014879107,51483.0,18.16666666666667,2.033333333333333,G,G,G,G,No,0,42000.0,100.0,81.5803274867432,9483.0,18.41967251325681,47.923124612523246,1-2 Years,36466.11039860062,44183.88960139938,54.784736021573934,Low,74.23834711433119,85,60,61455.380411958016,0.03,986.7266880419813,62442.1071
ASSET_1556,43,M,700,SAL,35000,N,MEDIUM RISK,2024-04-06,2025-11-13,2026-01-30,29,26.32,1,2026,11,2025,KARIMNAGAR,AP,AP,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,113400,100566,0.8868253968253968,65627.55,19.53333333333333,2.6,G,G,G,G,No,0,49000.0,100.0,74.66376544606648,16627.550000000003,25.33623455393353,56.79012345679012,1-2 Years,45408.819705811715,67991.18029418829,59.95694911304083,Medium,56.66611520257341,75,48,59554.10597646494,0.08,4412.574423535063,63966.680400000005
ASSET_1557,22,M,-1,SAL,25000,N,HIGH RISK,2024-07-29,2025-03-14,2025-04-29,35,26.87,4,2025,3,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,1,0,NTORQ XT,NTORQ,Petrol,138500,120808,0.8722599277978339,120660.0,7.6,1.533333333333333,G,G,G,G,No,0,48500.0,100.0,40.19559091662523,72160.0,59.80440908337478,64.98194945848375,0-1 Year,51578.440866778685,86921.55913322131,62.759248471639935,High,57.79285938396777,65,36,82216.91568935348,0.18,12461.320643979834,94678.23633333332
ASSET_1558,28,M,-1,SAL,32000,N,MEDIUM RISK,2024-07-31,2025-10-31,2026-01-24,29,26.66,1,2026,10,2025,VIJAYAWADA,AP,AP,07 Rural,N,REG,0,0,RADEON DRUM,RADEON,Petrol,100800,89176,0.8846825396825397,62267.0,15.23333333333333,2.833333333333333,A,A,A,A,No,0,44500.0,70.0,71.46642683925674,17767.0,28.533573160743252,55.85317460317461,1-2 Years,39713.917648244416,61086.082351755584,60.6012721743607,Medium,57.817074248514146,75,48,53497.6439451929,0.08,3956.9665881404467,57454.61053333335
ASSET_1559,28,M,727,AGR,45000,N,MEDIUM RISK,2023-08-16,2026-06-10,2026-07-27,36,26.11,7,2026,6,2026,KARIMNAGAR,AP,AP,05 Urban,N,REG,0,0,SCOOTY ZEST,ZEST,Petrol,100370,90279,0.8994619906346518,35850.99,34.3,1.566666666666667,A,A,A,A,No,0,34000.0,70.0,94.83699055451468,1850.989999999998,5.163009445485321,66.12533625585334,2-3 Years,32967.179461521715,67402.82053847829,67.15434944552983,Critical,52.78288532674627,50,24,50656.4035115326,0.35,20059.137188467397,70715.5407
ASSET_1560,45,F,-1,NREGI,45000,N,LOW RISK,2025-10-08,2026-05-11,2026-06-25,36,17.2,6,2026,5,2026,VIZAG,AP,AP,04 Metro,N,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,123000,107075,0.8705284552845528,100247.0,7.166666666666667,1.5,G,G,G,G,No,1035,54000.0,100.0,53.86694863686694,46247.0,46.13305136313306,56.09756097560976,0-1 Year,53695.8475437272,69304.1524562728,56.34483939534374,Medium,20.083425403106045,75,48,50980.36780349818,0.08,4270.332196501824,55250.700000000004
ASSET_1561,27,M,-1,AGR,60000,N,VERY HIGH RISK,2023-12-06,2025-03-28,2025-04-24,23,30.05,4,2025,3,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84300,73159,0.8678410438908659,44930.0,15.93333333333333,0.9,A,A,A,A,No,0,38000.0,70.0,84.57600712219008,6930.0,15.423992877809928,54.922894424673785,1-2 Years,35919.673875096305,48380.326124903695,57.39065969739465,Medium,73.31700260775898,75,48,39157.38961834104,0.08,2979.146089992296,42136.53570833334
ASSET_1562,25,M,-1,SAL,23000,N,HIGH RISK,2024-02-20,2025-04-28,2025-05-24,35,26.05,5,2025,4,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,128600,110837,0.8618740279937792,93300.0,14.43333333333333,0.8666666666666667,A,A,A,A,No,0,47000.0,70.0,50.37513397642015,46300.0,49.62486602357985,63.45256609642301,1-2 Years,44497.04935570272,84102.95064429728,65.39887297379259,High,53.26549128060476,65,36,72271.83784235982,0.18,11941.19111597351,84213.02895833334
ASSET_1563,26,M,-1,SEP,45000,N,VERY HIGH RISK,2023-04-15,2025-05-16,2025-06-21,36,25.72,6,2025,5,2025,HYDERABAD II,AP,AP,06 Semi-Urban,N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,125000,100808,0.806464,51334.0,25.4,1.2,G,G,G,G,No,0,20000.0,100.0,38.960532980091166,31334.0,61.039467019908834,84.0,2-3 Years,34916.966141284196,90083.0338587158,72.06642708697264,Critical,49.10235937953253,50,24,54721.59094944947,0.35,23061.86185055053,77783.4528
ASSET_1564,28,F,760,AGR,45000,N,VERY HIGH RISK,2024-04-20,2025-05-22,2025-06-28,35,27.28,6,2025,5,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,1,1,JUPITER 125 DISC,JUPITER,Petrol,133481,108534,0.8131044867808902,96222.0,13.23333333333333,1.233333333333333,A,A,A,A,No,0,38000.0,70.0,39.49200806468375,58222.0,60.507991935316255,71.53152883181876,1-2 Years,49555.86963103723,83925.13036896277,62.874214584070224,High,59.45728192091275,65,36,75740.8225335867,0.18,10616.063466413298,86356.886
ASSET_1565,45,M,575,SAL,35000,N,LOW RISK,2023-06-15,2025-11-05,2025-12-31,36,27.32,12,2025,11,2025,TIRUPATHI,AP,AP,05 Urban,N,REG,0,0,STAR CITY DRUM,CITY PLUS,Petrol,101941,86614,0.8496483259924859,54846.0,29.13333333333333,1.866666666666667,G,G,G,G,No,0,33000.0,100.0,60.168471720818296,21846.0,39.83152827918171,67.62833403635436,2-3 Years,36736.70397245781,65204.29602754219,63.962778496917025,High,59.169690566107946,65,36,62010.921115042416,0.18,8977.913284957593,70988.8344
ASSET_1566,54,M,694,NREGI,35000,N,HIGH RISK,2025-06-11,2025-12-17,2026-01-28,23,29.74,1,2026,12,2025,VIZAG,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84285,68555,0.8133712997567776,68925.0,6.3,1.4,G,G,G,G,No,0,48000.0,100.0,69.64091403699673,20925.0,30.359085963003263,43.05036483360029,0-1 Year,44800.83163285616,39484.16836714384,46.84602048661546,Low,76.42639279901825,85,60,38364.86753231902,0.03,712.6250510143151,39077.49258333333
ASSET_1567,54,M,-1,AGR,50000,N,LOW RISK,2025-01-28,2025-11-18,2025-12-27,36,24.06,12,2025,11,2025,KARIMNAGAR,AP,AP,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,134500,111000,0.8252788104089219,106723.0,9.8,1.3,P,P,P,G,Yes,0,45000.0,54.5,42.16523148712086,61723.0,57.83476851287913,66.54275092936803,0-1 Year,25282.978096344337,109217.02190365568,81.20224676851723,Critical,38.35332198280463,50,24,50118.84233372052,0.35,30000.957666279483,80119.8
ASSET_1568,31,M,-1,NREGI,50000,N,MEDIUM RISK,2025-07-05,2026-01-24,2026-02-28,23,22.59,2,2026,1,2026,TIRUPATHI,AP,AP,05 Urban,N,REG,0,0,SCOOTY ZEST,ZEST,Petrol,99804,85192,0.8535930423630316,79009.0,6.766666666666667,1.166666666666667,G,G,G,G,No,185,54000.0,100.0,68.34664405320913,25009.0,31.65335594679087,45.893952146206566,0-1 Year,53179.45667874892,46624.54332125108,46.71610689075696,Low,46.617366420272106,85,60,35925.62990036247,0.03,960.3762996375325,36886.0062
ASSET_1569,22,F,651,NREGI,50000,N,MEDIUM RISK,2024-10-30,2025-08-29,2026-01-30,36,26.25,1,2026,8,2025,KARIMNAGAR,AP,AP,06 Semi-Urban,N,REG,1,0,JUPITER 125 DRUM,JUPITER,Petrol,122900,105269,0.8565419039869813,109766.0,10.1,5.133333333333334,G,G,G,G,No,0,20000.0,100.0,18.220578321155916,89766.0,81.77942167884409,83.72660699755899,0-1 Year,48648.25313488556,74251.74686511443,60.41639289268872,Medium,56.18185222975752,75,48,78369.67775079084,0.08,4529.659749209155,82899.3375
ASSET_1570,28,F,-1,SAL,31000,N,VERY HIGH RISK,2024-03-15,2026-06-23,2026-07-25,29,27.3,7,2026,6,2026,VIJAYAWADA,AP,AP,07 Rural,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84346,76735,0.9097645412941928,76804.99,27.66666666666667,1.066666666666667,P,P,P,P,No,1035,25000.0,30.0,32.54996843304061,51804.990000000005,67.4500315669594,70.36018305550945,2-3 Years,26975.355704929552,57370.64429507045,68.01821579573478,Critical,57.39232908198064,50,24,33210.040746725346,0.35,17415.875503274656,50625.91625
ASSET_1571,24,M,731,SAL,20000,N,VERY HIGH RISK,2024-04-29,2025-06-25,2025-08-31,35,26.88,8,2025,6,2025,VIZAG,AP,AP,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,102839,97688,0.9499119983663784,83147.0,14.06666666666667,2.233333333333333,A,A,A,A,No,0,61000.0,70.0,73.36404199790732,22147.0,26.63595800209268,40.683981757893406,1-2 Years,48551.43412131538,54287.56587868462,52.78888931114132,Low,61.99892969974271,85,60,75113.29502363947,0.03,1474.0969763605385,76587.392
ASSET_1572,32,M,728,NREGI,4786,N,MEDIUM RISK,2025-07-03,2025-12-04,2026-01-29,29,25.54,1,2026,12,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,134750,116085,0.8614842300556587,121991.0,5.133333333333334,1.866666666666667,G,G,G,G,No,0,65000.0,100.0,53.28261920961383,56991.0,46.71738079038617,51.76252319109462,0-1 Year,57698.08321263381,77051.9167873662,57.18138537095822,Medium,54.567567190420554,75,48,66978.6434070107,0.08,4670.953342989295,71649.59675
ASSET_1573,31,F,772,NREGI,28300,N,MEDIUM RISK,2024-10-31,2025-12-04,2026-01-27,36,24.24,1,2026,12,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84347,77241,0.9157527831458144,66784.0,13.3,1.8,A,A,A,A,No,0,40000.0,70.0,59.89458552946814,26784.0,40.10541447053186,52.576855134148225,1-2 Years,35418.8064338138,48928.1935661862,58.00822028784213,Medium,48.792535835715015,75,48,52823.87971470511,0.08,3345.775485294896,56169.6552
ASSET_1574,32,F,-1,SEP,25000,N,VERY HIGH RISK,2023-12-14,2025-05-24,2025-06-26,36,26.88,6,2025,5,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84340,78115,0.9261916054066872,59377.0,17.56666666666667,1.1,G,G,G,G,No,0,33500.0,100.0,56.41915219697863,25877.0,43.58084780302137,60.279819777092726,1-2 Years,38349.98829227535,45990.01170772465,54.5293001040131,Low,61.27201519188022,85,60,61798.985648768255,0.03,1192.9503512317394,62991.935999999994
ASSET_1575,62,M,-1,SEP,30000,N,HIGH RISK,2023-04-16,2026-02-18,2026-03-27,29,30.16,3,2026,2,2026,HYDERABAD II,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,75000,63700,0.8493333333333334,77218.0,34.63333333333333,1.233333333333333,A,A,A,P,No,0,18100.0,56.0,23.44013053951151,59118.0,76.55986946048849,75.86666666666667,2-3 Years,23881.644488833597,51118.3555111664,68.15780734822187,Critical,69.27934097878244,50,24,32492.382237758422,0.35,13936.42442890824,46428.806666666664
ASSET_1576,35,M,-1,SEP,80000,N,VERY HIGH RISK,2022-09-22,2025-12-05,2026-01-27,36,25.86,1,2026,12,2025,VIJAYAWADA,AP,AP,05 Urban,N,REG,0,0,RADEON DRUM,RADEON,Petrol,97400,92000,0.944558521560575,14230.0,39.0,1.766666666666667,A,P,A,A,No,0,20000.0,62.0,140.54813773717498,-5770.0,-40.54813773717498,79.46611909650923,3-5 Years,29491.909258707856,67908.09074129214,69.72083238325682,Critical,50.666775747125406,50,24,49495.76824054775,0.35,21877.83175945225,71373.6
ASSET_1577,45,M,765,SEP,28600,N,MEDIUM RISK,2023-03-17,2025-04-30,2025-07-26,36,25.79,7,2025,4,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,82600,74250,0.898910411622276,36263.39,25.83333333333333,2.9,G,G,G,G,No,0,25000.0,100.0,68.94005221243795,11263.39,31.059947787562052,69.73365617433413,2-3 Years,32279.41646920638,50320.58353079362,60.92080330604554,Medium,54.049901543890456,75,48,54089.578317536514,0.08,3357.64668246349,57447.225000000006
ASSET_1578,35,M,695,SAL,25000,N,MEDIUM RISK,2025-06-23,2026-01-07,2026-02-26,29,24.78,2,2026,1,2026,VIJAYAWADA,AP,AP,07 Rural,N,REG,1,0,RADEON DRUM,RADEON,Petrol,108400,89323,0.8240129151291513,90717.0,6.6,1.666666666666667,G,G,G,A,No,0,50100.0,89.5,55.226694004431366,40617.0,44.773305995568634,53.782287822878224,0-1 Year,50100.41171646573,58299.58828353427,53.781908010640464,Low,52.813141821481366,85,60,52314.40090149397,0.03,1176.6776485060282,53491.07855
ASSET_1579,31,F,732,SEP,30000,N,LOW RISK,2024-05-10,2025-04-30,2025-06-19,35,28.84,6,2025,4,2025,VIZAG,AP,AP,04 Metro,N,REG,1,0,JUPITER 125 DISC,JUPITER,Petrol,128945,111857,0.8674783822560006,99847.0,11.83333333333333,1.666666666666667,A,A,A,A,No,0,49000.0,70.0,49.07508487986619,50847.0,50.92491512013381,61.99930202799643,0-1 Year,58527.49130945387,70417.50869054612,54.61049958551795,Low,69.42440043970782,85,60,92490.49457261694,0.03,1599.8852607163838,94090.37983333333
ASSET_1580,23,M,751,AGR,20000,N,HIGH RISK,2023-09-26,2025-05-31,2025-08-25,36,26.33,8,2025,5,2025,VIJAYAWADA,AP,AP,07 Rural,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,98200,84225,0.8576883910386965,54318.14,20.43333333333333,2.866666666666667,A,A,A,A,No,0,30000.0,70.0,55.23016804330929,24318.14,44.76983195669071,69.4501018329939,1-2 Years,33079.653704071745,65120.346295928255,66.31399826469271,Critical,54.05274379429835,50,24,48628.45629642511,0.35,17900.871203574887,66529.3275
ASSET_1581,55,F,724,AGR,50000,N,LOW RISK,2025-05-06,2025-10-17,2025-12-24,36,21.67,12,2025,10,2025,KARIMNAGAR,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,82500,71618,0.8680969696969697,72982.0,5.466666666666667,2.266666666666667,G,G,G,G,No,0,38000.0,100.0,52.067633115014665,34982.0,47.93236688498534,53.939393939393945,0-1 Year,42267.7610769013,40232.2389230987,48.76635020981661,Low,41.918495832304,85,60,45678.35463230705,0.03,880.507167692961,46558.861800000006
ASSET_1582,38,F,-1,AGR,50000,N,VERY HIGH RISK,2024-12-02,2025-10-25,2025-12-29,29,24.31,12,2025,10,2025,HYDERABAD II,AP,AP,07 Rural,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,85000,81845,0.9628823529411764,70768.0,10.9,2.166666666666667,G,G,G,G,No,0,37500.0,100.0,52.99005200090436,33268.0,47.00994799909564,55.88235294117647,0-1 Year,41936.001088488134,43063.998911511866,50.663528131190425,Low,52.15254915205881,85,60,46885.98549098797,0.03,1197.269967345356,48083.255458333326
ASSET_1583,31,F,744,SAL,50000,N,LOW RISK,2023-05-19,2025-07-28,2025-08-22,36,26.01,8,2025,7,2025,HYDERABAD II,AP,AP,04 Metro,N,REG,1,0,JUPITER 110 DISC,JUPITER,Petrol,116000,97608,0.8414482758620689,50283.16,26.7,0.8333333333333334,A,A,A,A,No,135,57000.0,70.0,113.35803079997358,-6716.8399999999965,-13.35803079997358,50.86206896551724,2-3 Years,43225.19231100524,72774.80768899477,62.7369031801679,High,54.21024447684264,65,36,66374.61701598094,0.18,9788.905384019057,76163.5224
ASSET_1584,28,M,741,SAL,21500,N,HIGH RISK,2023-10-28,2025-06-14,2025-07-22,36,22.29,7,2025,6,2025,HYDERABAD I,AP,AP,05 Urban,N,REG,0,0,RADEON DRUM,RADEON,Petrol,96000,82053,0.85471875,59070.22,19.83333333333333,1.266666666666667,G,G,G,G,No,300,36000.0,100.0,60.944414969167205,23070.22,39.055585030832795,62.5,1-2 Years,36295.99916867457,59704.00083132543,62.19166753263066,High,38.900709452573935,65,36,46632.580950361415,0.18,8236.260149638578,54868.84109999999
ASSET_1585,57,M,762,NREGI,65000,N,ULTRA LOW RISK,2023-10-30,2025-05-09,2025-06-19,29,20.47,6,2025,5,2025,HYDERABAD II,AP,AP,04 Metro,N,REG,1,1,JUPITER 125 DISC,JUPITER,Petrol,118000,99312,0.8416271186440678,58646.0,18.56666666666667,1.366666666666667,A,A,A,A,No,0,50000.0,70.0,85.25730655117142,8646.0,14.742693448828565,57.6271186440678,1-2 Years,52763.65208996506,65236.34791003494,55.28504060172453,Low,34.18382493298192,85,60,47732.36836269895,0.03,1396.4504373010482,49128.8188
ASSET_1586,44,M,763,AGR,40000,N,LOW RISK,2023-12-22,2025-05-09,2025-06-27,29,25.66,6,2025,5,2025,TIRUPATHI,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,84185,72533,0.8615905446338421,50018.0,16.8,1.633333333333333,G,G,G,G,No,0,40000.0,100.0,79.97121036426887,10018.0,20.028789635731137,52.48559719665023,1-2 Years,38235.8383188097,45949.1616811903,54.581174414908,Low,56.154795038124675,85,60,43950.00733289763,0.03,1028.914850435709,44978.922183333336
ASSET_1587,33,F,760,SAL,25000,N,LOW RISK,2024-06-30,2026-02-27,2026-03-27,23,21.63,3,2026,2,2026,VIJAYAWADA,AP,AP,07 Rural,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,103253,89207,0.8639652116645521,35412.0,20.23333333333333,0.9333333333333332,A,A,A,A,Yes,0,20000.0,70.0,56.478030046311986,15412.0,43.521969953688014,80.63010275730488,1-2 Years,36036.615465132694,67216.3845348673,65.09872307329309,High,34.9299132314366,65,36,27412.322808723882,0.18,9570.669216276116,36982.992025
ASSET_1588,29,F,735,SEP,20000,N,MEDIUM RISK,2022-10-19,2025-11-08,2025-12-27,36,25.89,12,2025,11,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,78600,71499,0.9096564885496184,11500.0,37.2,1.633333333333333,A,A,G,A,No,0,25000.0,77.5,217.3913043478261,-13500.0,-117.3913043478261,68.19338422391857,3-5 Years,24049.55822101348,54550.44177898652,69.40259768318896,Critical,50.924992815523254,50,24,38925.96867735472,0.35,16607.30462264528,55533.2733
ASSET_1589,40,M,810,SEP,32000,N,LOW RISK,2024-08-26,2025-04-30,2025-06-23,36,20.28,6,2025,4,2025,VIZAG,AP,AP,06 Semi-Urban,N,REG,0,0,TVS IQUBE 2.2KWH,TVS,EV,136308,115553,0.8477345423599495,109114.0,8.233333333333333,1.8,A,A,A,A,No,0,91000.0,70.0,83.39901387539638,18114.0,16.600986124603626,33.23942835343487,0-1 Year,75094.4583912693,61213.541608730695,44.90825308032595,Low,37.72431080827622,85,60,69088.68895173808,0.03,1213.7562482619207,70302.4452
ASSET_1590,48,M,756,NREGI,85000,N,LOW RISK,2024-09-29,2026-01-07,2026-02-20,35,26.2,2,2026,1,2026,HYDERABAD II,AP,AP,04 Metro,N,REG,1,0,NTORQ DISC,NTORQ,Petrol,116000,106394,0.9171896551724138,89879.0,15.5,1.466666666666667,G,G,G,G,No,605,54000.0,100.0,60.0807752645223,35879.0,39.9192247354777,53.44827586206896,1-2 Years,47673.724226809194,68326.2757731908,58.90196187344034,Medium,56.60554796190166,75,48,76605.12627147808,0.08,4697.622061855264,81302.74833333334
ASSET_1591,23,M,673,SAL,30000,N,MEDIUM RISK,2024-12-09,2025-11-10,2025-12-27,48,25.98,12,2025,11,2025,VIJAYAWADA,AP,AP,06 Semi-Urban,N,REG,0,0,RADEON DRUM,RADEON,Petrol,104100,88400,0.8491834774255523,84060.0,11.2,1.566666666666667,A,A,A,A,No,0,39000.0,70.0,46.395431834404,45060.0,53.604568165596,62.53602305475504,0-1 Year,47454.723754515064,56645.276245484936,54.41429034148408,Low,57.56103596083495,85,60,90636.92171263543,0.03,1228.358287364548,91865.27999999998
