Agmt Id,Cust Age,Cust Gender,Cust Cibil Score,Cust Employment Type,Cust Net Salary,Coborrower Flag,App Score Risk,Agmt Date,Seizure Date,Sold Date,Tenure,Cust Net IRR,Sold Date Month,Sold Date Year,Seizure Date Month,Seizure Date Year,Cust Branch,Cust Region,Cust State,Pincode Tier,RC Availability,Registration Flag,Asset Disc Flag,Asset Alloy Flag,Asset Variant,Asset Model,Asset Fuel Type,Asset Cost At Disbursal,Loan Amount,LTV,OS Balance At Liquidation,Asset Age Months At Seizure,Months Spent In Yard,Asset Bodycondition,Asset Tyrecondition,Asset Generalcondition,Asset Enginecondition,Asset Accident Flag,Traiffic Challan Amount,Target Sold Amount At Liquidation,Asset_Health_Index,Recovery_Efficiency_Index,LGD,LGD_pct,Depreciation_Pct,Asset_Age_Group,Residual_Value_Forecast,Residual_Loss,Residual_Risk_Score,Risk_Band,Profitability_Score
ASSET_3621,38,M,-1,SEP,60000,N,ULTRA LOW RISK,2025-02-24,2026-01-14,2026-02-27,36,22.94,2,2026,1,2026,PURNIA,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V RACING EDITION,APACHE,Petrol,159332,135999,0.8535573519443678,132131.0,10.8,1.466666666666667,A,A,A,A,No,0,70000.0,70.0,52.977726650066984,62131.0,47.022273349933016,56.0665779629955,0-1 Year,67937.26392044761,91394.73607955239,57.36119303062309,Medium,43.633090066512175
ASSET_3622,20,M,-1,AGR,20000,Y,LOW RISK,2021-10-13,2025-06-29,2025-07-31,36,25.72,7,2025,6,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,135100,103899,0.7690525536639526,24834.0,45.16666666666666,1.066666666666667,A,A,A,A,No,0,35000.0,70.0,140.9358138036563,-10166.0,-40.93581380365628,74.09326424870466,3-5 Years,38632.59480387547,96467.40519612453,71.40444500083237,Critical,49.3788483465806
ASSET_3623,42,M,-1,SEP,35000,N,MEDIUM RISK,2024-04-29,2025-10-14,2025-11-21,23,25.53,11,2025,10,2025,GAYA,EAST III,BR,07 Rural,N,REG,0,0,RADEON DRUM,RADEON,Petrol,90000,76708,0.8523111111111111,38985.0,17.76666666666667,1.266666666666667,A,A,A,A,No,0,31000.0,70.0,79.51776324227266,7985.0,20.482236757727332,65.55555555555556,1-2 Years,31739.269356285506,58260.730643714494,64.73414515968278,High,51.37125162032955
ASSET_3624,24,M,-1,SEP,25000,N,MEDIUM RISK,2023-07-22,2025-10-31,2025-11-24,54,26.2,11,2025,10,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,112900,106204,0.9406908768821968,82759.0,27.73333333333333,0.8,A,A,A,A,No,0,33000.0,70.0,39.87481724042098,49759.0,60.12518275957902,70.77059344552701,2-3 Years,31001.73757886157,81898.26242113844,72.54053358825371,Critical,50.909148188568864
ASSET_3625,21,M,712,SEP,25000,N,HIGH RISK,2023-11-23,2025-09-15,2025-10-31,36,25.89,10,2025,9,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116152,109772,0.9450719746539018,71640.0,22.06666666666667,1.533333333333333,A,P,A,A,No,1000,35000.0,62.0,48.855388051367946,36640.0,51.14461194863205,69.8670707348991,1-2 Years,35505.420168950484,80646.57983104952,69.43193387203794,Critical,50.91274001786936
ASSET_3626,35,M,-1,NREGI,30000,N,HIGH RISK,2025-02-13,2025-10-30,2025-11-30,36,21.56,11,2025,10,2025,GAYA,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 4V SPL EDITION,APACHE,Petrol,166500,123347,0.7408228228228229,119589.0,8.633333333333333,1.033333333333333,G,G,G,G,No,0,65000.0,100.0,54.352825092608846,54589.0,45.64717490739115,60.96096096096096,0-1 Year,65347.11286065611,101152.88713934389,60.75248476837471,Medium,36.45283157567164
ASSET_3627,44,M,-1,SEP,30000,N,LOW RISK,2022-12-21,2025-06-30,2025-07-28,29,22.7,7,2025,6,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,149956,123949,0.8265691269439035,37604.0,30.73333333333333,0.9333333333333332,G,G,G,G,No,0,50000.0,100.0,132.96457823635782,-12396.0,-32.96457823635783,66.65688601989918,2-3 Years,49757.60962798489,100198.3903720151,66.81852701593473,Critical,38.68065692038602
ASSET_3628,28,M,-1,SAL,39500,N,ULTRA LOW RISK,2024-08-18,2025-03-31,2025-04-30,35,26.83,4,2025,3,2025,PATNA,EAST III,BR,07 Rural,N,REG,0,0,TVS IQUBE 2.2KWH,TVS,EV,122968,110946,0.9022347277340448,109449.0,7.5,1.0,A,A,A,A,No,0,60000.0,70.0,54.82005317545158,49449.0,45.179946824548416,51.206818033960054,0-1 Year,67182.8497765936,55785.150223406396,45.36558309755904,Low,64.8905755971594
ASSET_3629,22,M,-1,AGR,25000,N,LOW RISK,2022-01-21,2025-12-09,2026-01-31,36,25.85,1,2026,12,2025,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,0,0,APACHE RTR 200 2CH,APACHE,Petrol,167484,111949,0.6684160875068663,70334.0,47.26666666666667,1.766666666666667,P,P,P,P,Yes,0,40000.0,30.0,56.871498848352154,30334.0,43.12850115164785,76.1171216354995,3-5 Years,31531.204666976977,135952.795333023,81.17360185631046,Critical,45.841549558946845
ASSET_3630,26,M,-1,SEP,35000,N,HIGH RISK,2024-10-10,2025-04-30,2025-05-28,35,23.53,5,2025,4,2025,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,0,0,APACHE RTR 160 2V DRUM,APACHE,Petrol,153191,130400,0.8512249414130073,136804.0,6.733333333333333,0.9333333333333332,G,G,G,G,No,0,67000.0,100.0,48.97517616443964,69804.0,51.02482383556036,56.26374917586542,0-1 Year,68206.77937874812,84984.22062125188,55.47598789827855,Low,46.88472386501828
ASSET_3631,22,M,759,SEP,30000,N,MEDIUM RISK,2024-06-13,2026-02-04,2026-03-25,36,21.86,3,2026,2,2026,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,120077,101500,0.8452909383145815,104979.0,20.03333333333333,1.633333333333333,G,G,G,G,No,0,40000.0,100.0,38.10285866697149,64979.0,61.897141333028515,66.68804183981945,1-2 Years,39171.91608109984,80905.08391890017,67.37766926130747,Critical,34.93870674239437
ASSET_3632,22,M,729,SEP,29000,N,HIGH RISK,2024-12-19,2025-04-30,2025-05-28,35,17.73,5,2025,4,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160710,126812,0.7890734864040819,130303.0,4.4,0.9333333333333332,G,G,G,G,No,0,70000.0,100.0,53.72094272580063,60303.0,46.27905727419937,56.4432829319893,0-1 Year,66416.89742184928,94293.10257815072,58.67282843516316,Medium,21.32474032331336
ASSET_3633,54,M,-1,AGR,35000,N,LOW RISK,2023-10-26,2026-05-23,2026-06-30,23,22.99,6,2026,5,2026,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116150,100459,0.8649074472664657,52080.0,31.33333333333333,1.266666666666667,A,A,A,A,No,0,36100.0,70.0,69.31643625192012,15980.0,30.683563748079877,68.91950064571675,2-3 Years,33028.465477061036,83121.53452293896,71.5639556805329,Critical,37.9098797710969
ASSET_3634,22,M,-1,NREGI,40000,N,MEDIUM RISK,2025-08-11,2026-03-24,2026-05-25,44,24.84,5,2026,3,2026,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,158259,139499,0.8814601381280054,146299.0,7.5,2.066666666666667,A,A,A,A,No,0,66000.0,70.0,45.11309031503975,80299.0,54.88690968496025,58.2962106420488,0-1 Year,67566.18811540477,90692.81188459523,57.30657459265838,Medium,51.59160114968317
ASSET_3635,22,M,773,SEP,40000,N,LOW RISK,2023-11-28,2026-01-11,2026-03-31,36,24.87,3,2026,1,2026,GAYA,EAST III,BR,07 Rural,N,REG,0,0,APACHE RTR 160 2V DRUM BLACK EDITION,APACHE,Petrol,147945,134844,0.9114468214539186,118224.0,25.83333333333333,2.633333333333333,P,P,P,P,Yes,0,39500.0,30.0,33.41115171200433,78724.0,66.58884828799567,73.3008888438271,2-3 Years,31597.56862505281,116347.43137494719,78.64235450670668,Critical,42.80562161752196
ASSET_3636,37,F,-1,NREGI,40000,N,VERY HIGH RISK,2024-11-10,2025-04-21,2025-05-30,40,24.46,5,2025,4,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,UN-REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160800,146983,0.9140733830845772,153058.0,5.4,1.3,A,A,A,A,No,0,71000.0,70.0,46.387643899698155,82058.0,53.61235610030185,55.84577114427861,0-1 Year,56468.70594403296,104331.29405596704,64.88264555719343,High,46.84017633637884
ASSET_3637,25,M,-1,AGR,35000,N,HIGH RISK,2023-06-20,2025-07-18,2025-08-30,48,24.18,8,2025,7,2025,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,0,0,APACHE RTR 160 2V DRUM,APACHE,Petrol,147835,125501,0.8489261676869483,174630.34,25.3,1.433333333333333,A,A,A,A,No,0,64500.0,70.0,36.93516258400459,110130.34,63.06483741599541,56.370277674434334,2-3 Years,51984.87290500027,95850.12709499973,64.83588263604676,High,45.69023634267136
ASSET_3638,25,M,-1,AGR,24000,N,LOW RISK,2025-06-17,2026-06-20,2026-07-31,36,22.67,7,2026,6,2026,PATNA,EAST III,BR,07 Rural,N,REG,0,0,APACHE RTR 160 2V RACING EDITION,APACHE,Petrol,163587,149454,0.9136056043573144,131239.0,12.26666666666667,1.366666666666667,A,G,A,G,Yes,0,45000.0,86.5,34.28858799594633,86239.0,65.71141200405367,72.4917016633351,1-2 Years,46439.67433832725,117147.32566167274,71.61163519208296,Critical,36.553426821309095
ASSET_3639,35,M,-1,SEP,28000,N,LOW RISK,2023-02-18,2025-03-28,2025-04-29,36,25.41,4,2025,3,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,112106,93449,0.8335771501971349,53936.0,25.63333333333333,1.066666666666667,A,A,A,A,No,0,28000.0,70.0,51.91337881934144,25936.0,48.086621180658554,75.02363834228319,2-3 Years,30815.81044699557,81290.18955300443,72.51189905357825,Critical,47.62152794576927
ASSET_3640,41,M,-1,SEP,50000,N,VERY HIGH RISK,2024-12-07,2025-04-29,2025-06-30,29,24.84,6,2025,4,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,76560,68842,0.8991901776384535,70636.0,4.766666666666667,2.066666666666667,G,G,G,G,No,0,35500.0,100.0,50.25765898408744,35136.0,49.742341015912565,53.63113897596656,0-1 Year,32174.739332196215,44385.260667803785,57.97447840622228,Medium,51.31263886450039
ASSET_3641,22,M,-1,SEP,35000,N,LOW RISK,2025-09-08,2026-01-16,2026-02-27,48,24.01,2,2026,1,2026,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,122243,109329,0.894357959146945,116501.0,4.333333333333333,1.4,G,G,G,G,No,0,42000.0,100.0,36.05119269362495,74501.0,63.94880730637505,65.64220446160516,0-1 Year,44112.06417799608,78130.93582200393,63.91444567133,High,45.3650552027067
ASSET_3642,25,M,739,SEP,35000,N,LOW RISK,2024-04-12,2025-03-24,2025-04-30,23,20.98,4,2025,3,2025,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,122653,82678,0.6740805361466903,65984.0,11.53333333333333,1.233333333333333,A,P,A,A,No,0,30000.0,62.0,45.46556741028128,35984.0,54.53443258971872,75.54075318174036,0-1 Year,39963.04460143764,82689.95539856236,67.41780094947728,Critical,31.246463507714033
ASSET_3643,21,M,-1,NREGI,22000,N,LOW RISK,2025-05-19,2025-09-30,2026-01-05,36,22.75,1,2026,9,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116386,98824,0.8491055625247023,101016.0,4.466666666666667,3.233333333333333,G,G,G,G,No,0,45000.0,100.0,44.547398431931576,56016.0,55.452601568068424,61.335555822865295,0-1 Year,46009.96336457955,70376.03663542046,60.46778533107114,Medium,41.54199491067075
ASSET_3644,22,M,536,SEP,29000,N,HIGH RISK,2022-10-27,2025-04-08,2025-05-20,29,24.0,5,2025,4,2025,PATNA,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,112100,94949,0.8470026761819803,21044.0,29.8,1.4,A,A,A,A,No,0,30500.0,70.0,144.93442311347653,-9456.0,-44.93442311347653,72.7921498661909,2-3 Years,30539.003150300705,81560.9968496993,72.7573566901867,Critical,41.629884294346816
ASSET_3645,34,M,-1,SEP,30000,N,VERY HIGH RISK,2022-11-21,2025-04-30,2025-05-23,36,25.25,5,2025,4,2025,GAYA,EAST III,BR,06 Semi-Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,75459,63749,0.8448163903576776,58884.0,29.7,0.7666666666666667,G,G,G,G,No,0,36000.0,100.0,61.13715100876299,22884.0,38.86284899123701,52.2919731244782,2-3 Years,24884.569494715142,50574.43050528486,67.02239693778722,Critical,49.246049885020796
ASSET_3646,31,M,-1,NREGI,45000,N,LOW RISK,2023-12-08,2025-07-12,2025-08-26,48,25.13,8,2025,7,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160868,148110,0.9206927418753263,124284.0,19.4,1.5,G,A,G,G,No,0,70000.0,94.0,56.32261594412796,54284.0,43.67738405587204,56.48606310764105,1-2 Years,60340.37299817289,100527.62700182712,62.490754532801496,High,50.6375714781487
ASSET_3647,22,M,-1,SEP,28000,N,MEDIUM RISK,2024-12-07,2026-02-27,2026-03-20,29,21.9,3,2026,2,2026,GAYA,EAST III,BR,07 Rural,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,85200,72286,0.8484272300469483,54112.0,14.9,0.7,G,G,G,G,No,0,34000.0,100.0,62.83264340626849,20112.0,37.16735659373152,60.093896713615024,1-2 Years,27581.945703300906,57618.05429669909,67.62682429190035,Critical,35.00170991219155
ASSET_3648,31,M,701,SEP,28000,N,VERY HIGH RISK,2024-07-22,2025-08-31,2025-10-31,23,28.53,10,2025,8,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,UN-REG,0,0,TVS XL 100 HD KS,MOPEDS,Petrol,54448,50009,0.9184726711724948,40048.0,13.5,2.033333333333333,A,A,A,A,No,0,21500.0,70.0,53.68557730723133,18548.0,46.31442269276867,60.51278283867176,1-2 Years,14616.474415190709,39831.52558480929,73.15516747136587,Critical,60.384107671742235
ASSET_3649,22,M,-1,SEP,28000,N,HIGH RISK,2024-03-09,2025-03-29,2025-04-30,29,24.76,4,2025,3,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,74787,64664,0.864642250658537,53318.0,12.83333333333333,1.066666666666667,A,A,A,A,No,0,30000.0,70.0,56.26617652575115,23318.0,43.73382347424885,59.88607645713827,1-2 Years,26407.390423500572,48379.609576499424,64.68986531950664,High,48.17369959691985
ASSET_3650,21,M,-1,AGR,28000,N,MEDIUM RISK,2023-12-27,2026-01-21,2026-03-25,36,23.26,3,2026,1,2026,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116152,98644,0.8492664784076038,53851.0,25.2,2.1,A,A,A,A,No,2500,25000.0,70.0,46.424393233180446,28851.0,53.57560676681956,78.4764790963565,2-3 Years,31743.788833756797,84408.2111662432,72.67047589903162,Critical,38.575425845565654
ASSET_3651,37,F,-1,AGR,30000,N,LOW RISK,2024-06-29,2025-07-31,2025-09-30,35,26.96,9,2025,7,2025,MUZAFFERPUR,EAST III,BR,05 Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,154000,134248,0.8717402597402597,167821.0,13.23333333333333,2.033333333333333,P,P,G,P,No,0,27500.0,47.5,16.386507052156762,140321.0,83.61349294784324,82.14285714285714,1-2 Years,46745.15737450994,107254.84262549007,69.64600170486368,Critical,55.29238202652612
ASSET_3652,22,M,757,SEP,25000,N,MEDIUM RISK,2023-11-30,2025-07-15,2025-08-30,36,24.46,8,2025,7,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116152,111784,0.962394104277154,82936.04,19.76666666666667,1.533333333333333,G,G,G,G,No,0,47000.0,100.0,56.670176198429544,35936.03999999999,43.32982380157046,59.53578070115022,1-2 Years,35967.91873019427,80184.08126980573,69.03374997400452,Critical,45.106391395150695
ASSET_3653,20,M,709,SEP,28000,Y,HIGH RISK,2024-11-17,2025-08-30,2025-10-23,42,21.13,10,2025,8,2025,PATNA,EAST III,BR,06 Semi-Urban,N,REG,0,0,APACHE RTR 160 2V DRUM,APACHE,Petrol,150500,127800,0.8491694352159468,120582.0,9.533333333333331,1.8,G,G,G,G,No,1000,70000.0,100.0,58.05178218971322,50582.0,41.94821781028678,53.48837209302325,0-1 Year,71358.96559046312,79141.03440953688,52.58540492328032,Low,38.06798844207059
ASSET_3654,34,M,-1,AGR,25000,N,VERY HIGH RISK,2025-08-24,2025-12-25,2026-02-26,17,14.74,2,2026,12,2025,PATNA,EAST III,BR,06 Semi-Urban,N,UN-REG,0,0,TVS XL 100 HD KS,MOPEDS,Petrol,54440,40599,0.7457567964731815,38270.0,4.1,2.1,G,G,G,G,No,0,32000.0,100.0,83.61640972040763,6270.0,16.38359027959237,41.21969140337987,0-1 Year,29079.35342084842,25360.64657915158,46.584582254135896,Low,13.88533445745917
ASSET_3655,33,M,-1,SEP,29000,N,VERY HIGH RISK,2023-12-18,2026-04-27,2026-05-25,36,25.02,5,2026,4,2026,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160868,139971,0.8700984658229107,101486.0,28.7,0.9333333333333332,A,A,A,A,No,3000,44500.0,70.0,43.84841258892852,56986.0,56.15158741107148,72.33756868985752,2-3 Years,51047.013284717155,109820.98671528284,68.2677640769344,Critical,47.76526223436937
ASSET_3656,22,M,726,SEP,30000,N,LOW RISK,2024-11-06,2025-08-20,2025-10-29,29,22.85,10,2025,8,2025,PATNA,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,131300,117000,0.8910891089108911,103678.0,9.566666666666666,2.333333333333333,G,G,G,G,No,0,43000.0,100.0,41.47456548158722,60678.0,58.52543451841278,67.25057121096725,0-1 Year,46310.81014174652,84989.18985825348,64.72900979303388,High,40.17988466376459
ASSET_3657,46,M,711,NREGI,38000,N,LOW RISK,2023-11-14,2025-12-15,2026-01-29,36,23.85,1,2026,12,2025,PATNA,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,155556,114690,0.7372907505978554,62179.0,25.4,1.5,A,A,A,A,No,0,41000.0,70.0,65.93866096270446,21179.0,34.061339037295554,73.64293244876443,2-3 Years,55162.42628488681,100393.57371511319,64.53854156388257,High,44.43612073631778
ASSET_3658,21,F,-1,SEP,30000,N,VERY HIGH RISK,2025-05-21,2025-12-18,2026-01-24,36,21.51,1,2026,12,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,UN-REG,0,1,JUPITER 110 DRUM,JUPITER,Petrol,108038,80999,0.7497269479257298,81529.0,7.033333333333333,1.233333333333333,G,G,G,G,No,0,45000.0,100.0,55.19508395785549,36529.0,44.80491604214451,58.34798867065292,0-1 Year,40658.688206106344,67379.31179389366,62.366307960063736,High,35.56995452653573
ASSET_3659,37,M,-1,SEP,20000,N,LOW RISK,2022-08-16,2025-06-09,2025-07-30,36,25.21,7,2025,6,2025,PURNIA,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,110400,88095,0.7979619565217392,24348.0,34.26666666666667,1.7,A,A,A,A,No,0,24000.0,70.0,98.57072449482504,348.0,1.429275505174963,78.26086956521739,2-3 Years,31279.53931224219,79120.46068775782,71.66708395630236,Critical,47.13904377106001
ASSET_3660,59,M,-1,SEP,25000,N,LOW RISK,2023-05-06,2025-04-19,2025-07-22,37,23.96,7,2025,4,2025,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,155456,133414,0.8582106834088102,86822.0,23.8,3.133333333333333,A,A,A,A,No,0,61000.0,70.0,70.2586901937297,25822.0,29.7413098062703,60.760601070399346,1-2 Years,60124.30363444082,95331.69636555918,61.32390925120882,High,46.238206104335774
ASSET_3661,51,M,-1,SEP,32500,N,HIGH RISK,2024-09-19,2026-01-14,2026-02-24,36,25.25,2,2026,1,2026,GAYA,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,154000,130859,0.8497337662337663,100132.51,16.06666666666667,1.366666666666667,A,A,A,A,No,0,69000.0,70.0,68.90868909607879,31132.509999999995,31.09131090392121,55.1948051948052,1-2 Years,63969.05609984733,90030.94390015266,58.461651883216014,Medium,52.82160216484297
ASSET_3662,49,F,777,SEP,35000,Y,ULTRA LOW RISK,2025-03-19,2025-07-31,2025-09-25,48,25.05,9,2025,7,2025,PURNIA,EAST III,BR,05 Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160610,135297,0.8423946205093082,143882.0,4.466666666666667,1.866666666666667,G,G,G,G,No,0,70000.0,100.0,48.65097788465548,73882.0,51.349022115344525,56.41616337712472,0-1 Year,69970.72287160825,90639.27712839175,56.434392085419184,Medium,52.83298771966777
ASSET_3663,38,M,702,AGR,35000,N,HIGH RISK,2022-02-28,2025-06-16,2025-07-31,29,24.78,7,2025,6,2025,GAYA,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,138700,106393,0.7670728190338861,95240.0,40.13333333333333,1.5,A,A,A,A,No,0,49500.0,70.0,51.97396052078959,45740.0,48.02603947921041,64.31146359048306,3-5 Years,43353.87745144003,95346.12254855997,68.74269830465751,Critical,46.56449319303632
ASSET_3664,25,M,734,NREGI,38000,N,LOW RISK,2025-03-22,2025-08-30,2025-11-29,48,24.94,11,2025,8,2025,GAYA,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,131537,116300,0.8841618708044124,123180.0,5.366666666666666,3.033333333333333,G,G,G,G,No,1000,42500.0,100.0,34.50235427829193,80680.0,65.49764572170807,67.68969947619301,0-1 Year,47117.04597442979,84419.95402557022,64.17962552405044,High,49.13861364527929
ASSET_3665,32,M,-1,AGR,35000,N,VERY HIGH RISK,2024-02-13,2026-04-25,2026-05-27,36,27.02,5,2026,4,2026,GAYA,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116000,98394,0.8482241379310345,52913.01,26.73333333333333,1.066666666666667,A,A,A,A,No,2000,36100.0,70.0,68.22518696252585,16813.010000000002,31.774813037474154,68.87931034482759,2-3 Years,34329.65690448192,81670.34309551808,70.40546818579145,Critical,55.22577792421938
ASSET_3666,27,M,-1,NREGI,36000,N,ULTRA LOW RISK,2025-12-02,2026-06-10,2026-07-25,23,24.16,7,2026,6,2026,MADHUBANI,EAST III,BR,07 Rural,N,REG,0,0,TVS XL 100 HD KS,MOPEDS,Petrol,51908,49319,0.9501232950604916,48551.0,6.333333333333333,1.5,G,G,G,G,Yes,0,34000.0,100.0,70.02945356429322,14551.0,29.970546435706787,34.49949911381675,0-1 Year,25964.97287970771,25943.02712029229,49.97886090832297,Low,51.812010454608256
ASSET_3667,23,M,-1,SEP,25000,N,LOW RISK,2023-11-29,2025-01-30,2025-04-30,36,26.85,4,2025,1,2025,PURNIA,EAST III,BR,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116000,95052,0.8194137931034483,80219.0,14.26666666666667,3.0,A,A,A,A,No,0,34000.0,70.0,42.3839738715267,46219.0,57.61602612847331,70.6896551724138,1-2 Years,34765.13402752414,81234.86597247586,70.03005687282402,Critical,54.67253915007587
ASSET_3668,57,M,714,NREGI,38000,N,LOW RISK,2023-09-09,2026-03-17,2026-04-30,29,24.74,4,2026,3,2026,GAYA,EAST III,BR,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,73630,56214,0.7634659785413555,12157.0,30.66666666666667,1.466666666666667,A,A,A,A,No,0,25000.0,70.0,205.642839516328,-12843.0,-105.64283951632804,66.04644845850875,2-3 Years,24277.67141525609,49352.32858474391,67.02747329178855,Critical,47.113821056822125
ASSET_3669,22,M,-1,SEP,35500,N,MEDIUM RISK,2024-11-06,2026-02-24,2026-03-28,36,25.73,3,2026,2,2026,GAYA,EAST III,BR,07 Rural,N,REG,0,0,RADEON DRUM,RADEON,Petrol,96255,85717,0.8905199729884162,73718.0,15.83333333333333,1.066666666666667,G,G,G,G,Yes,0,35000.0,100.0,47.47822784123281,38718.0,52.5217721587672,63.638252558308665,1-2 Years,28214.419231926702,68040.5807680733,70.6878403907052,Critical,49.71991824842219
ASSET_3670,31,M,-1,SEP,32000,N,VERY HIGH RISK,2024-12-14,2025-11-11,2025-12-31,35,22.58,12,2025,11,2025,MUZAFFERPUR,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,160710,142503,0.8867089789061041,145465.0,11.06666666666667,1.666666666666667,G,G,G,G,No,0,65200.0,100.0,44.82177843467501,80265.0,55.17822156532499,59.43002924522431,0-1 Year,65144.14450585543,95565.85549414458,59.464784701726444,Medium,41.25088033210371
ASSET_3671,35,F,679,SEP,19000,N,LOW RISK,2022-03-22,2025-07-18,2025-08-31,36,26.22,8,2025,7,2025,PURNIA,EAST III,BR,05 Urban,N,REG,1,0,JUPITER 110 DISC,JUPITER,Petrol,96500,84949,0.880300518134715,3352.0,40.46666666666667,1.466666666666667,A,A,A,A,No,1500,23000.0,70.0,686.1575178997614,-19648.0,-586.1575178997614,76.16580310880829,3-5 Years,26369.007415857483,70130.99258414251,72.67460371413732,Critical,50.93668501044621
ASSET_3672,40,F,-1,SEP,35000,N,LOW RISK,2024-11-14,2026-04-16,2026-05-20,36,22.35,5,2026,4,2026,GAYA,EAST III,BR,07 Rural,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,157149,127106,0.8088247459417496,133532.0,17.26666666666667,1.133333333333333,G,G,G,G,No,1000,60000.0,100.0,44.93304975586376,73532.0,55.06695024413624,61.81967432182197,1-2 Years,61811.4307891576,95337.5692108424,60.66699069726336,Medium,39.78811972517941
ASSET_3673,35,F,-1,SEP,28000,N,MEDIUM RISK,2023-12-04,2026-02-09,2026-03-23,36,25.96,3,2026,2,2026,MUZAFFERPUR,EAST III,BR,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,113386,100863,0.8895542659587603,53680.0,26.6,1.4,G,G,G,G,No,0,36000.0,100.0,67.06408345752608,17680.0,32.93591654247392,68.25004850687034,2-3 Years,33453.416522672,79932.58347732801,70.49599022571394,Critical,50.76068520055239
